date;rf;BAB2;MOM;IV;STRAT2;fund2
1970-03-01;0.0053454287244886;0.008319724617935;-0.0271551436514398;-0.0306338123578045;;
1970-04-01;0.0054265992379555;-0.0236086769054838;0.1984667200721553;-0.4726013824957729;;
1970-05-01;0.0052571613806427;-0.052330203399091;0.1134121840837864;-0.0823554487991328;;
1970-06-01;0.0049420802433473;0.0036668931764774;0.1797066190754531;-0.1893107692571766;;
1970-07-01;0.0049127271639275;0.0242666622741461;0.1312136212731009;-0.0292646881850178;;
1970-08-01;0.005090674105442;0.0376930275758091;-0.1278983858210822;-0.0875138804660271;;
1970-09-01;0.0048490414558046;-0.0170297059111191;-0.6527436704433829;0.4562358966649428;;
1970-10-01;0.0043948761863424;0.0391444729972616;0.3550832049521174;-0.1330434483560261;;
1970-11-01;0.0037076942182036;0.0283278631443502;0.2910165284654896;-0.2858709696851121;;
1970-12-01;0.003699238909563;0.0648121441789924;-0.2903664606494918;0.2314243964677162;;
1971-01-01;0.0033852613304714;0.0300354560899558;-0.2018591453065862;0.3912508010737374;;
1971-02-01;0.0026907338235189;0.0355282660317029;0.0332047273368363;0.0427113095996637;;
1971-03-01;0.0028386343774684;0.0273091734269901;-0.0531717925420125;0.2452204462704109;;
1971-04-01;0.0030633396706814;0.0114968237662511;0.1718005280543092;-0.0630325089555367;;
1971-05-01;0.0032247039450727;-0.0075797780907615;0.0708562491215474;-0.0948488377583787;;
1971-06-01;0.0041827415485127;-0.0009261349948944;0.1019481681551946;-0.0540197756157559;;
1971-07-01;0.0042169682325731;-0.0113283341228779;0.0183192051160118;-0.1815699522842183;;
1971-08-01;0.0036735536335507;-0.004138359527648;0.1645621862245113;0.000223242128512;;
1971-09-01;0.0037755116794985;-0.0015739157195905;0.1140644589269837;-0.0044020067524389;;
1971-10-01;0.0033263105643395;-0.0121431924741371;0.0728864644964593;-0.0657617487559716;;
1971-11-01;0.0031903183975465;-0.0309393424371901;0.0732264256392027;-0.0164836729939594;;
1971-12-01;0.0027921815646507;0.0518999766420513;-0.0618110514594815;0.2254915208252777;;
1972-01-01;0.0026057942959712;0.0178807621860182;-0.0735965964365435;0.392342573166033;;
1972-02-01;0.0026225782322082;0.0274743576455801;0.0643511506578629;0.1464025409095218;;
1972-03-01;0.0029023146699024;0.0023018548198133;0.1216932194137745;-0.2266167940516462;;
1972-04-01;0.0027076923146728;-0.0102004976449785;0.0659733627843267;-0.1762538167010304;;
1972-05-01;0.0028344064781321;-0.0055297619826217;0.3390739757486264;-0.0712091401786217;;
1972-06-01;0.0030209882675253;-0.0244740587184827;0.1261862852930182;-0.0763794865169597;;
1972-07-01;0.0029277340285526;-0.0091478243146924;0.1891368084132643;-0.3718813507326529;;
1972-08-01;0.0035887834952282;0.0140984004715004;-0.1364988593089329;-0.0403194824160725;;
1972-09-01;0.0036909383287219;-0.0084833756085232;0.0598532792375725;-0.1056108493742422;;
1972-10-01;0.0037838030644534;-0.0019609889534603;0.1102932100247356;-0.2242887494117001;;
1972-11-01;0.004097904474831;0.0442567249059427;-0.3609498318809337;0.0141010563323526;;
1972-12-01;0.004056019204043;0.004607284937712;0.2059378005738628;-0.1270512766315701;;
1973-01-01;0.004642829833284;0.009758382105287;0.2415219250020756;-0.1763352023914617;;
1973-02-01;0.0046495160524205;-0.0273336124720964;0.0869007819672021;-0.0233436644302567;-0.015211722501833586;-0.002014388905659896
1973-03-01;0.0048957613251818;-0.0240411627470477;0.0526386885231015;0.0821695509821021;-0.005250945165124276;0.0025954432963548797
1973-04-01;0.0049891682908994;-0.0270688088493986;0.1389126074698568;-0.0157282386560882;-0.008337393647278389;0.0013367483327474269
1973-05-01;0.005438867533861;-0.0429453083139275;0.336475832030945;-0.1511745640891513;-0.013995721466539587;-0.0006923354026600482
1973-06-01;0.0061964142972422;-0.0088872557228194;-0.048676852576837;0.3860166767810035;0.027085121467652726;0.018061781629360216
1973-07-01;0.0069265214418564;0.0001414055138414;-0.4655101697448826;0.3202974181802843;-0.014506428233475435;0.0005715896438669172
1973-08-01;0.0071510640853282;0.0025788357937451;0.1805023302967806;0.0890368913846703;0.02888646232874277;0.019805557323073528
1973-09-01;0.0061126318850435;0.0219376514843992;-0.1282837022587367;0.0331851008702778;0.008145964523408013;0.009681191156969634
1973-10-01;0.0057734963495018;0.0209550662203085;0.0265832853534945;-0.0431660691188619;0.015079474305372712;0.012379466421379362
1973-11-01;0.0062062012917272;-0.0697815966330315;0.2252560294026188;-0.1828594967837971;-0.050566273016069585;-0.015945717231820387
1973-12-01;0.006136268383761;-0.0467984863204806;0.3034826409877958;-0.2221069556346598;-0.02826200395934378;-0.006244664037748615
1974-01-01;0.006291944734231;0.0778212347278032;-0.2185049801142923;0.4676069635815302;0.08717530026898304;0.04448143416349186
1974-02-01;0.0061472681271693;0.041668316571931;0.3142627111379755;0.0167895163783938;0.06958481140997314;0.03663076989405435
1974-03-01;0.0070829185945799;0.0243525046984853;-0.1811707314509019;0.1401168497920022;0.014288492269604339;0.013342377670791189
1974-04-01;0.0073093930829878;-0.0119801132076893;0.1963238906477251;-0.0631580592770142;0.005531828921733314;0.009732759810480213
1974-05-01;0.0065281539330301;-0.0164649561796663;-0.0427614400325331;-0.2328742737596539;-0.04344158171598268;-0.012502601574710535
1974-06-01;0.0064005609452156;-0.003642996142746;-0.0347519156492676;-0.0278632150127062;-0.009811909337871093;0.0021021896544565766
1974-07-01;0.0064287856629752;-0.0134126072396708;0.1544694961584253;0.272233776873782;0.036706424576863905;0.02250902409104822
