date;rf;BAB2;MOM;IV;STRAT2;fund2
1970-02-01;0.0052528937764435;0.0223974916465418;0.0528339404499794;-0.145003;;
1970-03-01;0.0053454287244886;0.0069121048796376;0.054801961194671;-0.1589410156659138;;
1970-04-01;0.0054265992379555;-0.0294823996196716;0.2149478261803342;-0.3164605621172092;;
1970-05-01;0.0052571613806427;-0.0473930983311003;0.0293645361223591;-0.1840436133447145;;
1970-06-01;0.0049420802433473;-0.0022127073972778;0.2122369310295544;-0.1316845675375886;;
1970-07-01;0.0049127271639275;0.0038172911283163;-0.1270776217221506;-0.0965872475630675;;
1970-08-01;0.005090674105442;0.0078512981318072;-0.3037256548858014;-0.0043279153422564;;
1970-09-01;0.0048490414558046;-0.0203978082052709;-0.3026156162928901;0.6294071790818501;;
1970-10-01;0.0043948761863424;-0.007866007709093;0.2789657214319915;-0.2326131001475308;;
1970-11-01;0.0037076942182036;0.0123606723870127;-0.0028766427473339;-0.1579016533042692;;
1970-12-01;0.003699238909563;0.0474142695029315;0.0251653353885091;-0.0416281174148058;;
1971-01-01;0.0033852613304714;0.0183867888598829;-0.3514395037713722;0.2936861572463087;;
1971-02-01;0.0026907338235189;0.0206054830971129;-0.1225911688568389;0.2406901315759926;;
1971-03-01;0.0028386343774685;0.0120690025184205;-0.1425432755703835;0.1638861055503305;;
1971-04-01;0.0030633396706814;0.0006838359671616;0.0461521356612983;0.2018346662740652;;
1971-05-01;0.0032247039450728;-0.0002063431659309;0.0338908013083863;-0.1076563498135868;;
1971-06-01;0.0041827415485127;-0.0270697888817218;0.1305251704190515;-0.05695835622675;;
1971-07-01;0.0042169682325731;-0.0080822392387683;-0.0594519969599444;0.0118491843433918;;
1971-08-01;0.0036735536335507;0.0287024170777443;0.0290422318149922;0.0055544817299105;;
1971-09-01;0.0037755116794985;-0.0163536711493608;0.1170676663285696;0.0030331272280806;;
1971-10-01;0.0033263105643395;-0.036031160942473;0.1565447854266495;0.0459841417577635;;
1971-11-01;0.0031903183975465;-0.0203644418040499;0.103459455722279;-0.0727912816069248;;
1971-12-01;0.0027921815646507;0.0391344055349361;-0.0081317734379909;0.1847253276768886;;
1972-01-01;0.0026057942959712;0.0095682477211559;0.0620981061488636;0.4426940097001461;;
1972-02-01;0.0026225782322082;0.0185294405693716;-0.1452759980063867;0.0441737090681101;;
1972-03-01;0.0029023146699025;0.0155436922084411;0.1295702290176867;-0.2032955894745455;;
1972-04-01;0.0027076923146729;0.0032818781148458;-0.0796294154895707;-0.0031027080932539;;
1972-05-01;0.0028344064781321;-0.004828416069398;0.1618022690193151;-0.0096235301327849;;
1972-06-01;0.0030209882675253;-0.0102427129705583;0.164009188583648;0.0711709926408175;;
1972-07-01;0.0029277340285526;0.002268276269637;0.1259626165261588;-0.1300806664793115;;
1972-08-01;0.0035887834952282;0.0280982758663683;-0.1845079621058056;-0.0525248856138857;;
1972-09-01;0.0036909383287219;-0.012996431874166;0.1402333129841624;-0.0480115979154382;;
1972-10-01;0.0037838030644534;0.0066541222856309;0.0532926708015812;-0.2334730157139706;;
1972-11-01;0.004097904474831;0.0374479473234594;-0.2754453403313393;0.0185188802888881;;
1972-12-01;0.004056019204043;0.0149217086729401;0.1479437445685207;-0.13129967204543;;
1973-01-01;0.004642829833284;-0.0114989300698329;0.0747244840657731;-0.0814161421511106;-0.008408547325337756;-0.0008179233193993628
1973-02-01;0.0046495160524205;-0.0149955269632556;0.1860525582243594;-0.1049334971403159;-0.0014708812989607627;0.0036942833136667397
1973-03-01;0.0048957613251818;0.0032994877132898;0.0240649798725141;0.0258934947853368;0.007554115486313209;0.009801621798050351
1973-04-01;0.0049891682908994;-0.002897880684841;0.1096032651192688;-0.1206520690591234;-0.0013736263371755646;0.004097095729359876
1973-05-01;0.005438867533861;-0.003246201566706;0.1641087102994132;-0.2867445946964083;-0.010200777431432568;-0.0011858115412822405
1973-06-01;0.0061964142972422;0.0064768356609504;0.1247154799755835;-0.0842013899948543;0.011084488627519094;0.013395000911152519
1973-07-01;0.0069265214418564;0.0068495290479975;-0.3991325316435863;0.4195368019162654;0.001089409533713788;0.0076340154138370975
1973-08-01;0.0071510640853282;-0.0010729735256728;0.1681196148152241;-0.0230300858540352;0.013652396435004687;0.016017324093104315
1973-09-01;0.0061126318850435;0.0159797093489242;-0.274515038847132;0.2011526428740916;0.0036412438801513465;0.008477360681694086
1973-10-01;0.0057734963495018;0.0167765119058012;0.0926563933857148;0.119734573519365;0.032568903106264535;0.026924681380125277
1973-11-01;0.0062062012917272;-0.0606643543371852;0.3577330198138351;-0.1060443176312218;-0.02288789739452121;-0.008657859409792919
1973-12-01;0.006136268383761;0.0002423324373047;0.4661756579393836;-0.0384278395156216;0.04063615904456974;0.03252656209679107
1974-01-01;0.006291944734231;0.0091057156772201;-0.6053180211412218;0.504207260229562;-0.0007348832770749936;0.0058146903385699325
1974-02-01;0.0061472681271693;0.0220737546181739;-0.0326066048721491;0.0107104532317479;0.01636882333884306;0.01677765411357555
1974-03-01;0.0070829185945799;-0.0016148642711132;0.0270231990951131;0.059647799428593;0.006186598641638377;0.011100674186549093
1974-04-01;0.0073093930829878;-0.0142963521366097;0.1174452512366242;-0.1015503462269602;-0.010509440430030857;0.0004842593540860876
1974-05-01;0.0065281539330301;-0.0226970445689217;-0.0551787027916433;-0.1407963232101261;-0.0359036511937158;-0.016788712686502418
1974-06-01;0.0064005609452156;0.0089542162008124;0.1514301132876318;0.018326889174799;0.02219569336647175;0.020815084386348187
