date;rf;BAB2;MOM;IV;STRAT2;fund2
1970-02-01;0.0052528937764434;0.0135567497294883;0.0371964350818801;0.01747;;
1970-03-01;0.0053454287244886;0.0533117954834408;-0.0647932822375858;0.2370032500587323;;
1970-04-01;0.0054265992379555;-0.0152671823156022;0.1843818077116846;-0.3828128393648831;;
1970-05-01;0.0052571613806427;-0.0696302237856281;0.0818673676368422;0.0684924627945614;;
1970-06-01;0.0049420802433473;0.0369560564306542;0.3767758429337561;-0.1893814877340355;;
1970-07-01;0.0049127271639275;0.0333852030605921;-0.1599644720087472;-0.0013196013677639;;
1970-08-01;0.005090674105442;-0.0165588514631062;-0.4194584367458419;0.1621740902131079;;
1970-09-01;0.0048490414558046;-0.0118057645891618;-0.3771802506758498;0.4531806582674312;;
1970-10-01;0.0043948761863424;0.0375400129311463;0.3843231451886158;-0.2158179772426959;;
1970-11-01;0.0037076942182036;0.03751045340307;0.1704041774664031;-0.2143358231019389;;
1970-12-01;0.003699238909563;0.035443301153184;-0.3583677237586135;-0.0178813158019039;;
1971-01-01;0.0033852613304714;0.0098478171587788;-0.2714110867320685;0.4925640788346768;;
1971-02-01;0.0026907338235189;-0.0024820759543779;-0.0300859648542011;0.4100312653290868;;
1971-03-01;0.0028386343774685;0.0082825503480456;0.1484703678830131;0.0271920809090727;;
1971-04-01;0.0030633396706814;0.0215388690793091;-0.0619474577570196;-0.0701412662916614;;
1971-05-01;0.0032247039450728;-0.0264254284264377;-0.0027432815919836;-0.0661972240806239;;
1971-06-01;0.0041827415485127;0.0146098137288285;0.0041463817486637;-0.2082329123139094;;
1971-07-01;0.0042169682325731;0.0183260670879831;-0.0689397844894673;-0.2212709871833701;;
1971-08-01;0.0036735536335507;-0.0092585331493124;0.1922205617262642;-0.0661334737357122;;
1971-09-01;0.0037755116794985;-0.0123843817910495;0.0282841175922843;0.0044895435751228;;
1971-10-01;0.0033263105643395;-0.0221273397806701;0.0809747499350676;-0.1703628958910286;;
1971-11-01;0.0031903183975465;0.0121644217052652;-0.034187675436263;-0.05310056024639;;
1971-12-01;0.0027921815646507;0.0537177647251147;0.0227321008473237;0.1178795823707459;;
1972-01-01;0.0026057942959712;0.0166015793253583;0.0394974024515945;0.2289768399061814;;
1972-02-01;0.0026225782322082;0.0132442414545354;0.0711810547926634;0.0144371161292049;;
1972-03-01;0.0029023146699025;0.0027005922868768;0.1646859133165206;0.0403429129855258;;
1972-04-01;0.0027076923146729;0.0177353756122338;0.1646845680236413;-0.2851124379817144;;
1972-05-01;0.0028344064781321;-0.0071202636860097;0.2559291425747103;-0.1277738003064056;;
1972-06-01;0.0030209882675253;-0.0041722369392042;0.0681181053789776;-0.0816088952965561;;
1972-07-01;0.0029277340285526;0.0097431550511939;0.1144058669088734;-0.1649612959988586;;
1972-08-01;0.0035887834952282;0.0089523723075053;-0.0979835218613686;-0.2224036469258806;;
1972-09-01;0.0036909383287219;-0.0066990862922426;0.0580725993402877;-0.0491637901047149;;
1972-10-01;0.0037838030644534;-0.0034819230845318;0.0281379690178098;-0.0015877520757895;;
1972-11-01;0.004097904474831;0.0324997214286733;-0.1389991946182011;0.071465235709238;;
1972-12-01;0.004056019204043;0.0035812620519292;0.1797653844273932;-0.1597032348276962;;
1973-01-01;0.004642829833284;0.0095520653468234;0.2058757904478201;-0.2090722638185339;0.008977196306987565;0.009316107781168408
1973-02-01;0.0046495160524205;0.0030555034796072;0.1678139493673495;-0.2853224996936606;-0.007049784507049638;0.0009795949158526818
1973-03-01;0.0048957613251818;-0.0264397860742427;0.1197128876418952;0.0337078266844551;-0.005209640986995386;0.0021837675680696756
1973-04-01;0.0049891682908994;-0.0023975835574148;0.1070782346893863;-0.1334250396321953;-0.00342511511096788;0.003206148919406667
1973-05-01;0.005438867533861;-0.0214452125912279;0.1875853641921201;-0.3580655959902513;-0.031021957372673614;-0.010710298010963095
1973-06-01;0.0061964142972422;-0.0109803915272157;0.114501351282584;-0.1088827853356547;-0.006861791428320619;0.0026243571127520923
1973-07-01;0.0069265214418564;-0.0181626832406941;-0.4031203741146419;0.6007322142015339;-0.0035270371804322284;0.005090444284464551
1973-08-01;0.0071510640853282;0.0217013698385991;-0.0664349942736411;0.0486474746950095;0.015017168226654116;0.01496858290895776
1973-09-01;0.0061126318850435;0.0307012704955837;-0.1391269256134406;0.0668137377409144;0.016424269861953358;0.014662648564106796
1973-10-01;0.0057734963495018;0.0084078960219776;0.0941303783592506;0.0178673974988627;0.018054146141283294;0.015171981148622107
1973-11-01;0.0062062012917272;-0.0458046813809105;0.3007771718489114;-0.4770998912130533;-0.04751704724848178;-0.018529847855606983
1973-12-01;0.006136268383761;-0.0335134515923931;0.1689574822404589;-0.029399315714166;-0.011479383695922725;0.0001604214882550102
1974-01-01;0.006291944734231;0.029446135986395;-0.2912542926511559;0.7462518438334407;0.05445235256470922;0.03463832034517875
1974-02-01;0.0061472681271693;0.0158833859357898;-0.0260411665447205;0.2173228795694428;0.02790151316871327;0.020672017474853886
1974-03-01;0.0070829185945799;-0.0200089655795766;-0.1188440806553017;-0.0443421105163135;-0.032542620750852985;-0.009857861880828881
1974-04-01;0.0073093930829878;-0.0075543950236588;0.1483999005468767;-0.048098918472657;0.005671034826852495;0.010261575600973473
1974-05-01;0.0065281539330301;-0.0156996760792966;0.0824880870531682;-0.098099214070113;-0.012055470904319198;0.00025241210875197404
1974-06-01;0.0064005609452156;0.0026591189397879;-0.0193419719719356;-0.0509319929344221;-0.004137210424715119;0.004246844619715464
