date;AAPL;GE;GME;PG;TSLA
2005-01-03;-0.017236;0.002466;-0.03712;0.001997;
2005-01-04;0.01027;-0.012025;-0.010683;-0.012502;
2005-01-05;0.008758;-0.006086;-0.000939;0.010459;
2005-01-06;0.000775;0.008071;-0.006109;0.004903;
2005-01-07;0.072812;-0.006074;-0.07565;0.010481;
2005-01-10;-0.004188;-0.0025;-0.007673;0.007868;
2005-01-11;-0.063805;-0.014202;-0.012887;-0.001065;
2005-01-12;0.013941;0.00791;-0.005744;0.00373;
2005-01-13;0.0663;-0.012612;-0.003151;-0.017342;
2005-01-14;0.005731;0.008232;0.003688;0.006303;
2005-01-18;0.00641;0.012387;0.014173;0.001969;
2005-01-19;-0.010899;-0.014461;0.00207;0.016789;
2005-01-20;0.0083;-0.001975;-0.009814;0.000353;
2005-01-21;0.000426;-0.006785;-0.003652;-0.018519;
2005-01-24;0.00383;0.0037;-0.02199;-0.007907;
2005-01-25;0.018231;0.012479;0.000535;0.009419;
2005-01-26;0.002776;-0.005882;0.023007;-0.005204;
2005-01-27;0.005398;0.003381;0.006276;-0.002164;
2005-01-28;0.018447;0.003931;-0.022869;-0.02115;
2005-01-31;0.03947;0.010629;0.015426;-0.01699;
2005-02-01;0.008192;0.004152;0.009429;-0.006763;
2005-02-02;0.027086;-0.000827;0.039959;0.010025;
2005-02-03;-0.022856;-0.004966;-0.021457;-0.002996;
2005-02-04;0.013237;0.00499;0.00255;-0.011645;
2005-02-07;0.001268;-0.000552;-0.008138;-0.00171;
2005-02-08;0.024829;0.00552;0.0;-0.01047;
2005-02-09;-0.0267;-0.009333;-0.019487;-0.009042;
2005-02-10;-0.004826;-0.001108;-0.01046;0.002136;
2005-02-11;0.036371;0.004993;0.012156;0.010267;
2005-02-14;0.042113;0.002484;0.005222;0.010547;
2005-02-15;0.044665;0.001927;0.022857;0.014801;
2005-02-16;0.019455;-0.004672;0.000508;-0.003179;
2005-02-17;-0.025741;-0.005246;0.003046;0.000375;
2005-02-18;-0.011388;-0.004163;-0.01164;0.003188;
2005-02-22;-0.01751;-0.014772;-0.041987;-0.023365;
2005-02-23;0.034471;-0.002263;0.006948;0.023732;
2005-02-24;0.007934;0.014176;-0.012739;0.006356;
2005-02-25;0.000675;0.001969;0.033871;0.006688;
2005-02-28;0.008203;-0.011791;0.00936;-0.020299;
2005-03-01;-0.008025;0.000568;0.044307;0.007911;
2005-03-02;-0.008517;0.010789;0.000493;0.001495;
2005-03-03;-0.052832;-0.001404;0.003452;-0.002053;
2005-03-04;0.024408;0.016034;0.016708;0.006918;
2005-03-07;-0.001402;0.000277;0.0058;-0.002785;
2005-03-08;-0.05193;-0.001937;-0.013455;-0.006518;
2005-03-09;-0.029114;-0.008874;-0.013152;-0.00656;
2005-03-10;0.012198;0.010912;0.001974;0.005094;
2005-03-11;0.011047;-0.00858;-0.000493;-0.014267;
2005-03-14;0.001242;0.011167;-0.03105;0.014093;
2005-03-15;0.015873;-0.006074;0.077823;-0.006197;
2005-03-16;0.005371;-0.010833;-0.018405;-0.002079;
2005-03-17;0.025984;-0.00674;0.011058;-0.001136;
2005-03-18;0.016805;0.014419;-0.000476;0.012322;
2005-03-21;0.017225;0.003623;-0.019505;-0.01236;
2005-03-22;-0.019908;-0.014163;-0.053857;-0.013083;
2005-03-23;-0.006538;0.0;0.125641;0.014986;
2005-03-24;-0.001175;0.006479;0.027335;-0.004354;
2005-03-28;0.000706;0.006717;0.038581;-0.001711;
2005-03-29;-0.01834;-0.012233;-0.036294;-0.012379;
2005-03-30;0.02515;0.018857;0.006646;0.028924;
2005-03-31;-0.026402;-0.003867;-0.024648;-0.006747;
2005-04-01;-0.018719;-0.016362;-0.017599;-0.007358;
2005-04-04;0.004891;-0.006484;0.000459;0.02452;
2005-04-05;0.019469;0.007378;0.015152;0.001855;
2005-04-06;0.010504;0.0;-0.008141;-0.000741;
2005-04-07;0.029057;0.007887;0.002736;0.020571;
2005-04-08;0.004132;-0.001118;-0.00955;-0.010351;
2005-04-11;-0.04161;0.002238;-0.012397;0.015413;
2005-04-12;0.017653;0.007538;0.020456;0.003253;
2005-04-13;-0.037975;-0.012469;-0.01959;-0.005584;
2005-04-14;-0.092105;-0.003928;-0.028346;-0.003804;
2005-04-15;-0.051261;0.007042;0.033477;-0.003636;
2005-04-18;0.007638;0.006993;0.097177;-0.00365;
2005-04-19;0.041269;0.0;0.016449;-0.004945;
2005-04-20;-0.042599;-0.013333;-0.028216;-0.012148;
2005-04-21;0.047029;0.016892;0.021349;0.014984;
2005-04-22;-0.045186;-0.000554;-0.011288;-0.005536;
2005-04-25;0.04169;0.007756;0.030021;-0.001113;
2005-04-26;-0.021363;-0.005498;0.009031;-0.008545;
2005-04-27;-0.006632;0.006081;-0.004475;0.002998;
2005-04-28;-0.011405;-0.020055;0.002452;0.008593;
2005-04-29;0.014631;0.014859;0.003261;0.002964;
2005-05-02;0.010261;0.001381;0.041853;0.012004;
2005-05-03;-0.006039;-0.004138;-0.00546;0.001825;
2005-05-04;0.02596;0.00277;-0.013726;0.004372;
2005-05-05;-0.012651;-0.009669;0.025845;-0.006529;
2005-05-06;0.015267;0.0;0.001163;-0.000548;
2005-05-09;-0.00725;0.0106;-0.003097;0.004201;
2005-05-10;-0.014877;-0.011041;-0.003495;-0.001819;
2005-05-11;-0.022241;0.010047;0.002728;0.010933;
2005-05-12;-0.041561;-0.008842;0.002721;-0.000721;
2005-05-13;0.018752;-0.004739;-0.012016;-0.012446;
2005-05-16;0.022433;0.015126;0.007062;0.007123;
2005-05-17;-0.005345;0.006071;0.020647;0.008887;
2005-05-18;0.013575;0.012068;0.037023;0.013842;
2005-05-19;0.047712;0.000542;0.031285;0.003901;
2005-05-20;0.0;0.002167;0.0;-0.002473;
2005-05-23;0.058855;0.004865;0.018558;0.0;
2005-05-24;-0.001509;-0.002959;0.042397;-0.008499;
2005-05-25;0.002015;-0.005665;-0.038992;-0.004821;
2005-05-26;0.024133;0.00217;0.03078;0.001436;
2005-05-27;-0.004418;-0.001624;0.013573;-0.000896;
2005-05-31;-0.019741;-0.010846;-0.02377;-0.01094;
2005-06-01;0.013599;0.012336;0.030178;0.017588;
2005-06-02;-0.006452;-0.000812;0.001997;-0.002673;
2005-06-03;-0.044955;-0.00542;0.032558;-0.012507;
2005-06-06;-0.008368;-0.002452;0.046654;0.000724;
2005-06-07;-0.036392;0.006282;-0.01537;0.002531;
2005-06-08;0.0104;-0.001086;-0.025913;-0.002525;
2005-06-09;0.019773;-0.000272;0.034936;-0.001989;
2005-06-10;-0.048871;-0.004349;0.014865;-0.008152;
2005-06-13;0.002513;-0.002184;-0.005188;-0.008037;
2005-06-14;0.002785;-0.00383;-0.006748;0.001473;
2005-06-15;0.031389;-0.002472;0.035207;0.000184;
2005-06-16;0.022893;-0.005782;-0.015811;-0.002757;
2005-06-17;0.008689;0.0108;0.002425;0.003134;
2005-06-20;-0.018272;-0.006027;-0.020563;-0.003124;
2005-06-21;0.006647;-0.003583;-0.010497;0.001475;
2005-06-22;0.018225;-0.011895;0.014041;0.002025;
2005-06-23;0.00882;-0.023516;0.0;-0.014328;
2005-06-24;-0.029056;0.003462;-0.012308;-0.015654;
2005-06-27;-0.017479;-0.004888;-0.016199;-0.00284;
2005-06-28;0.00566;0.015603;0.026599;0.012531;
2005-06-29;-0.025194;-0.004267;0.001542;0.002625;
2005-06-30;0.012098;-0.01;0.007391;-0.013466;
2005-07-01;-0.008422;0.002597;0.003057;0.002844;
2005-07-05;0.040548;-0.000576;0.008534;-0.002836;
2005-07-06;-0.015535;-0.011521;0.016319;-0.004739;
2005-07-07;0.006419;-0.004079;0.017544;-0.006476;
2005-07-08;0.016476;0.023698;0.027469;0.015337;
2005-07-11;-0.003922;0.00343;0.008817;0.017749;
2005-07-12;0.003675;-0.000285;0.006484;0.000742;
2005-07-13;0.002876;0.002279;-0.006163;0.011865;
2005-07-14;0.062582;0.012791;-0.0031;0.003115;
2005-07-15;0.019632;-0.002807;-0.005089;-0.004566;
2005-07-18;-0.001444;-0.009288;-0.005968;0.002202;
2005-07-19;0.040974;0.003693;0.0;0.00476;
2005-07-20;0.010188;-0.000849;0.008576;0.007653;
2005-07-21;-0.007793;-0.008499;-0.00737;0.001999;
2005-07-22;0.016401;0.002;-0.016562;-0.002539;
2005-07-25;-0.004318;-0.008554;-0.007549;-0.000909;
2005-07-26;-0.004109;-0.002013;-0.003803;0.003094;
2005-07-27;0.008251;0.002882;0.026725;0.004718;
2005-07-28;-0.004319;0.002299;0.011156;0.008127;
2005-07-29;-0.026256;-0.010895;-0.028289;-0.003404;
2005-08-01;0.002345;-0.007246;-0.006987;-0.005573;
2005-08-02;0.010292;0.0;0.017297;0.000723;
2005-08-03;0.000695;-0.001168;-0.011239;-0.006503;
2005-08-04;-0.0118;-0.005846;-0.024483;-0.015091;
2005-08-05;0.006556;-0.005881;-0.037944;-0.001292;
2005-08-08;-0.007909;-0.001479;0.000311;0.002773;
2005-08-09;0.027433;0.011256;0.021422;-0.005714;
2005-08-10;-0.010041;-0.007616;0.001216;-0.004264;
2005-08-11;0.014292;0.018595;-0.013358;-0.000931;
2005-08-12;0.047727;-0.007534;-0.033846;-0.00205;
2005-08-15;0.034273;-0.001168;0.004777;0.011765;
2005-08-16;-0.029992;-0.009646;-0.04691;-0.011074;
2005-08-17;0.01946;0.006493;-0.020619;-0.002986;
2005-08-18;-0.018028;-0.003226;0.098132;0.014227;
2005-08-19;-0.010151;-0.001177;0.01979;0.006645;
2005-08-22;0.000873;0.000589;0.038508;0.011368;
2005-08-23;-0.002834;0.0;0.018394;0.004351;
2005-08-24;0.000656;-0.012658;-0.010895;-0.01408;
2005-08-25;0.006336;-0.001193;-0.001449;0.006957;
2005-08-26;-0.006947;-0.003582;-0.012772;-0.000727;
2005-08-29;0.002186;0.006591;-0.007645;0.012373;
2005-08-30;0.015925;-0.010714;-0.012741;-0.004313;
2005-08-31;0.006871;0.011131;0.012905;0.001444;
2005-09-01;-0.013436;-0.013984;-0.007407;0.005047;
2005-09-02;-0.000865;0.005733;0.009851;0.004125;
2005-09-06;0.05582;0.018302;0.055868;0.010359;
2005-09-07;-0.002459;0.002062;0.014278;-0.00548;
2005-09-08;0.022597;-0.004704;-0.006072;-0.001955;
2005-09-09;0.030735;0.003841;0.00361;0.013357;
2005-09-12;0.001754;0.013243;0.006087;-0.005975;
2005-09-13;-0.011284;-0.004357;-0.0033;-0.018034;
2005-09-14;-0.02381;-0.006709;0.012693;-0.009363;
2005-09-15;0.005241;0.009692;-0.023433;0.008724;
2005-09-16;0.02687;0.002618;0.005022;0.008108;
2005-09-19;0.027924;-0.012185;-0.001111;-0.006971;
2005-09-20;0.010448;-0.006167;-0.018621;0.008639;
2005-09-21;-0.020305;-0.00857;-0.062022;-0.002498;
2005-09-22;-0.00403;-0.000894;0.008454;0.014132;
2005-09-23;0.025048;0.003003;0.011976;0.000882;
2005-09-26;0.01203;-0.003892;-0.015089;-0.002644;
2005-09-27;-0.007429;0.011121;-0.017122;0.009012;
2005-09-28;-0.044162;-0.004459;0.003973;0.005954;
2005-09-29;0.024667;0.004778;-0.022831;0.012187;
2005-09-30;0.024264;0.000594;-0.019626;0.022704;
2005-10-03;0.015482;-0.013068;-0.015888;-0.002523;
2005-10-04;-0.012675;-0.011436;0.016468;-0.020739;
2005-10-05;-0.018045;-0.005175;0.016836;-0.016701;
2005-10-06;-0.020464;0.027846;-0.031553;-0.015584;
2005-10-07;-0.007737;0.018756;-0.009677;-0.003202;
2005-10-10;-0.018129;-0.006721;0.01759;-0.003569;
2005-10-11;0.024221;-0.00559;-0.010884;0.003044;
2005-10-12;-0.045358;0.0;-0.004854;0.000357;
2005-10-13;0.091168;0.006509;-0.002927;0.003034;
2005-10-14;0.004838;0.009406;0.009459;-0.001601;
2005-10-17;-0.01037;-0.00961;0.019386;-0.005881;
2005-10-18;-0.023017;-0.000294;0.040888;-0.007709;
2005-10-19;0.052289;0.012059;0.034105;0.01084;
2005-10-20;0.021842;-0.015403;0.002356;-0.008982;
2005-10-21;-0.00855;-0.004427;0.001469;-0.006525;
2005-10-24;0.020302;0.011859;0.018187;0.005291;
2005-10-25;-0.01215;-0.006446;0.027658;0.008893;
2005-10-26;0.016578;-0.006193;-0.050182;-0.010793;
2005-10-27;-0.028406;-0.003561;-0.024793;0.000546;
2005-10-28;-0.016964;0.013996;0.043584;0.016358;
2005-10-31;0.057279;-0.004112;0.029002;0.001252;
2005-11-01;-0.001563;-0.009142;0.003382;-0.013217;
2005-11-02;0.042609;0.00625;0.018259;0.00724;
2005-11-03;0.031691;0.005028;0.020414;0.00557;
2005-11-04;-0.011316;0.001177;-0.016491;-0.000715;
2005-11-07;-0.015045;0.0;0.02254;-0.00608;
2005-11-08;-0.005479;-0.007643;-0.021774;0.002339;
2005-11-09;0.003506;0.004739;0.015664;0.005206;
2005-11-10;0.017801;0.017099;-0.00487;0.006607;
2005-11-11;0.005884;0.004348;-0.023654;0.0;
2005-11-14;-0.001462;-0.007215;0.00557;-0.007983;
2005-11-15;0.013507;0.0;-0.015785;0.001431;
2005-11-16;0.042871;0.00407;-0.002532;0.010714;
2005-11-17;-0.00662;0.003474;0.007616;0.009717;
2005-11-18;0.00062;0.031448;0.015398;0.005249;
2005-11-21;0.006196;0.012587;0.042184;0.003307;
2005-11-22;0.024015;-0.003867;-0.032275;-0.008675;
2005-11-23;0.00887;-0.003328;-0.030618;-0.002275;
2005-11-25;0.033229;0.007234;0.030457;0.004736;
2005-11-28;0.004615;-0.006077;-0.03722;-0.002968;
2005-11-29;-0.022395;-0.00139;-0.005401;0.009981;
2005-11-30;-0.004112;-0.005845;-0.038583;-0.008495;
2005-12-01;0.055737;0.00084;-0.000892;0.007869;
2005-12-02;0.014384;-0.006993;0.047307;-0.004858;
2005-12-05;-0.011152;0.007606;-0.009091;0.00122;
2005-12-06;0.03105;0.000839;0.00344;-0.000348;
2005-12-07;-0.001351;-0.006425;-0.018857;-0.006445;
2005-12-08;0.001758;-0.006185;0.009027;-0.000526;
2005-12-09;0.003381;0.005092;-0.020202;0.005613;
2005-12-12;0.007796;0.000563;0.005891;-0.007326;
2005-12-13;0.000934;-0.00225;-0.03631;0.028115;
2005-12-14;-0.039611;0.008458;0.000304;0.018971;
2005-12-15;0.002361;0.00643;-0.039793;-0.010567;
2005-12-16;-0.014824;0.001667;-0.002214;-0.014918;
2005-12-19;0.003797;-0.006656;-0.021243;0.007572;
2005-12-20;0.010227;-0.007817;-0.013605;-0.005807;
2005-12-21;0.019276;-0.00619;0.011166;0.005326;
2005-12-22;0.007075;0.009909;-0.00812;0.004443;
2005-12-23;-0.009052;0.0;0.002947;0.001701;
2005-12-27;0.011997;-0.010164;0.007836;-0.004755;
2005-12-28;-0.008891;0.001426;0.021056;-0.001024;
2005-12-29;-0.028816;0.002279;0.007614;-0.00205;
2005-12-30;0.006158;-0.003978;0.001889;-0.009243;
2006-01-03;0.039783;0.00913;0.015399;0.015549;
2006-01-04;0.002943;-0.001414;0.035283;0.001871;
2006-01-05;-0.00787;-0.002548;0.115396;-0.003226;
2006-01-06;0.025814;0.006812;0.032431;-0.001022;
2006-01-09;-0.003277;-0.002537;-0.004932;0.007503;
2006-01-10;0.063248;-0.00537;0.009653;-0.003893;
2006-01-11;0.037596;0.00682;0.012403;0.003568;
2006-01-12;0.00466;-0.012137;-0.016335;-0.011006;
2006-01-13;0.01541;0.002857;-0.005189;0.008389;
2006-01-17;-0.010279;-0.004558;-0.001826;-0.004244;
2006-01-18;-0.026207;-0.003434;-0.005487;0.005115;
2006-01-19;-0.041885;-0.004021;0.016553;-0.002727;
2006-01-20;-0.037275;-0.037774;-0.014733;-0.011451;
2006-01-23;0.020778;-0.002397;-0.000525;-0.003458;
2006-01-24;-0.020986;-0.009913;0.0;0.00399;
2006-01-25;-0.024198;-0.006068;0.005512;0.010368;
2006-01-26;-0.025202;0.007937;0.010702;0.005986;
2006-01-27;-0.004148;-0.00212;0.010847;0.015641;
2006-01-30;0.041233;-0.000607;0.010475;-0.010044;
2006-01-31;0.0068;-0.005466;0.019216;0.001522;
2006-02-01;-0.001192;0.011908;0.046639;0.009961;
2006-02-02;-0.04402;-0.007242;-0.003081;-0.002842;
2006-02-03;-0.003509;-0.00152;0.012126;0.000503;
2006-02-06;-0.063287;-0.003044;0.01245;0.001843;
2006-02-07;0.004458;-0.013435;-0.028074;-0.007861;
2006-02-08;0.017899;0.013309;-0.003342;0.002529;
2006-02-09;-0.056097;0.005498;-0.030898;0.002522;
2006-02-10;0.036336;0.010936;0.000494;0.001342;
2006-02-13;-0.038627;-0.000901;-0.007164;-0.004355;
2006-02-14;0.045356;0.006316;0.00846;0.00673;
2006-02-15;0.023283;0.0;0.002467;0.004512;
2006-02-16;0.019503;-0.003288;0.026335;0.010314;
2006-02-17;-0.003968;0.007796;-0.013189;0.004446;
2006-02-21;-0.017214;-0.007438;-0.015553;-0.001967;
2006-02-22;0.032426;0.008393;0.013083;0.017411;
2006-02-23;0.006029;-0.003864;-0.026316;-0.007427;
2006-02-24;-0.004042;-0.003608;0.002252;0.000325;
2006-02-27;-0.006577;0.005432;0.004744;-0.002439;
2006-02-28;-0.035216;-0.013505;-0.005219;-0.023146;
2006-03-01;0.008906;-0.003347;0.023732;0.003004;
2006-03-02;0.007381;0.002747;-0.016594;-0.009316;
2006-03-03;-0.027151;0.006393;0.01737;0.002015;
2006-03-06;-0.033077;0.00121;-0.005122;0.0;
2006-03-07;0.012676;0.001511;-0.020839;0.010558;
2006-03-08;-0.009802;0.008446;-0.029795;0.01277;
2006-03-09;-0.026348;-0.00688;-0.012903;0.005404;
2006-03-10;-0.011575;0.013554;0.014379;0.013844;
2006-03-13;0.039405;0.000594;0.008247;-0.004337;
2006-03-14;0.02497;0.003267;0.033742;-0.031785;
2006-03-15;-0.016191;0.018946;-0.016073;-0.001833;
2006-03-16;-0.02899;-0.001162;0.007791;-0.008514;
2006-03-17;0.005442;0.003781;0.024938;-0.004883;
2006-03-20;-0.010362;-0.00029;0.007299;0.001354;
2006-03-21;-0.034068;-0.004638;0.086957;-0.002535;
2006-03-22;-0.002265;0.005533;0.009778;0.007793;
2006-03-23;-0.024485;-0.011874;-0.005722;-0.01412;
2006-03-24;-0.003324;-0.004982;0.036078;0.001535;
2006-03-27;-0.007505;-0.004713;0.001495;-0.007661;
2006-03-28;-0.013443;-0.005623;-0.011306;-0.013038;
2006-03-29;0.061659;0.009821;0.014024;0.00365;
2006-03-30;0.006738;0.02122;0.0;-0.001905;
2006-03-31;-0.000478;0.003752;0.002979;0.0;
2006-04-03;-0.001116;-0.002588;-0.014425;0.004338;
2006-04-04;-0.023623;0.000288;0.034008;0.002073;
2006-04-05;0.098741;-0.008069;0.013114;-0.006552;
2006-04-06;0.059961;0.002615;0.006575;-0.002083;
2006-04-07;-0.020354;-0.013909;-0.000408;-0.003826;
2006-04-10;-0.016048;-0.003232;-0.00633;-0.00227;
2006-04-11;-0.009902;0.003833;-0.034525;-0.011549;
2006-04-12;-0.018826;0.012041;0.002767;-0.001239;
2006-04-13;-0.003613;-0.016541;-0.005307;0.00319;
2006-04-17;-0.024944;-0.017704;-0.005548;-0.010071;
2006-04-18;0.02174;0.017423;0.003863;0.00232;
2006-04-19;-0.008608;0.000591;0.006199;0.003917;
2006-04-20;0.03016;0.006787;0.00956;0.003389;
2006-04-21;-0.008724;-0.004396;-0.011153;0.001422;
2006-04-24;-0.019242;-0.001178;-0.004895;0.004615;
2006-04-25;0.006388;0.001179;0.000855;0.011838;
2006-04-26;0.029923;0.00471;0.012393;0.012921;
2006-04-27;0.017755;0.00879;-0.000633;0.006378;
2006-04-28;0.01485;0.004647;-0.003168;-0.002912;
2006-05-01;-0.011223;-0.005782;0.008475;-0.005669;
2006-05-02;0.029023;0.002617;0.008824;0.003974;
2006-05-03;-0.006702;-0.00232;-0.001041;-0.032525;
2006-05-04;-0.000141;0.011628;-0.011466;-0.006403;
2006-05-05;0.010685;0.010345;0.016871;-0.002327;
2006-05-08;0.0;-0.004551;-0.015554;0.010946;
2006-05-09;-0.011963;0.0;0.001896;0.00284;
2006-05-10;-0.006054;-0.008571;-0.02418;-0.002832;
2006-05-11;-0.034703;-0.005476;-0.032321;-0.012247;
2006-05-12;-0.006603;-0.006665;-0.021376;-0.011501;
2006-05-15;0.001329;0.008168;-0.011604;0.01018;
2006-05-16;-0.041452;0.006655;0.019797;0.008458;
2006-05-17;0.004309;-0.010635;0.006772;-0.01267;
2006-05-18;-0.031873;-0.007844;0.017489;-0.007952;
2006-05-19;0.021051;0.000293;-0.009035;-0.013482;
2006-05-22;-0.017517;-0.002635;-0.036469;0.002401;
2006-05-23;-0.003629;-0.001761;-0.002077;0.003869;
2006-05-24;0.003009;0.007351;-0.027521;0.006056;
2006-05-25;0.01563;0.00467;0.033769;0.008026;
2006-05-26;-0.012141;-0.002615;0.00253;-0.002352;
2006-05-30;-0.036649;-0.008156;-0.032125;-0.013604;
2006-05-31;-0.023685;0.006167;0.018018;-0.002391;
2006-06-01;0.040154;0.008465;0.023056;0.00424;
2006-06-02;-0.008203;0.003184;-0.011382;-0.009728;
2006-06-05;-0.026922;-0.012695;-0.056643;-0.014273;
2006-06-06;-0.004617;0.009643;0.01733;0.003573;
2006-06-07;-0.01939;-0.004341;-0.010317;-0.002436;
2006-06-08;0.03748;0.004942;-0.007273;0.028174;
2006-06-09;-0.025016;-0.014463;0.010989;-0.005298;
2006-06-12;-0.037812;-0.00587;-0.031401;-0.002571;
2006-06-13;0.023333;-0.004133;-0.014713;-0.003314;
2006-06-14;-0.012344;0.00504;0.02202;0.012932;
2006-06-15;0.030724;0.006195;0.021545;0.000912;
2006-06-16;-0.03065;-0.005277;-0.044121;0.002551;
2006-06-19;-0.006254;-0.006189;-0.038296;-0.002726;
2006-06-20;0.00472;-0.000593;-0.0327;0.01294;
2006-06-21;0.006786;-0.00089;0.047437;0.004318;
2006-06-22;0.029727;-0.005346;-0.041905;0.000537;
2006-06-23;-0.012588;-0.002407;0.023363;-0.002149;
2006-06-26;0.00272;0.001508;-0.014335;0.004665;
2006-06-27;-0.026445;-0.009937;-0.009426;-0.004287;
2006-06-28;-0.024552;0.001521;0.009788;0.000359;
2006-06-29;0.05266;0.010325;0.054389;0.021876;
2006-06-30;-0.028828;-0.009318;0.072523;-0.02439;
2006-07-03;0.011874;0.011226;-0.053095;0.01259;
2006-07-05;-0.016368;-0.0006;-0.023385;-0.006572;
2006-07-06;-0.021605;0.005704;0.009526;0.009297;
2006-07-07;-0.006634;-0.00597;-0.028819;0.000886;
2006-07-10;-0.00722;0.004505;-0.028099;0.008496;
2006-07-11;0.011818;-0.00568;0.008376;0.004739;
2006-07-12;-0.048338;-0.006013;-0.010986;-0.011179;
2006-07-13;-0.013406;-0.011797;0.065836;-0.001237;
2006-07-14;-0.030239;-0.017141;-0.010168;-0.015564;
2006-07-17;0.03355;0.007786;-0.032614;0.002875;
2006-07-18;0.01012;0.00309;0.046987;-0.000179;
2006-07-19;0.022684;0.012939;0.037525;0.020426;
2006-07-20;0.118299;-0.012166;-0.050098;-0.00053;
2006-07-21;0.003636;-0.007081;-0.025727;-0.009539;
2006-07-24;0.011528;0.011473;0.031952;0.014803;
2006-07-25;0.008271;0.002453;0.03045;-0.000352;
2006-07-26;0.031359;-0.000612;0.014651;-0.003692;
2006-07-27;-0.007359;-0.000918;-0.000245;-0.004059;
2006-07-28;0.034543;0.011332;0.033537;0.006556;
2006-07-31;0.036134;-0.009994;-0.014448;-0.010738;
2006-08-01;-0.011477;-0.003977;-0.027397;-0.004804;
2006-08-02;0.014588;0.001228;0.060292;0.042196;
2006-08-03;0.02098;0.003988;0.034957;0.019901;
2006-08-04;-0.018537;0.002139;-0.002477;0.0;
2006-08-07;-0.015959;-0.003354;0.009029;-0.000841;
2006-08-08;-0.036155;-0.010707;-0.00783;0.005387;
2006-08-09;-0.01837;-0.001855;-0.012627;-0.003014;
2006-08-10;0.007548;0.012082;0.017584;0.012093;
2006-08-11;-0.006555;-0.005203;0.042415;0.0;
2006-08-14;0.004556;0.009846;-0.00732;-0.008297;
2006-08-15;0.039256;0.011578;0.004337;0.011379;
2006-08-16;0.023025;0.015361;0.0149;-0.000331;
2006-08-17;-0.005737;0.00623;-0.038085;-0.001324;
2006-08-18;0.004735;0.002359;-0.017253;0.000829;
2006-08-21;-0.019879;-0.001177;-0.03061;0.006458;
2006-08-22;0.015926;0.0;0.012538;0.004442;
2006-08-23;-0.004585;-0.005006;0.000688;-0.002129;
2006-08-24;0.007428;0.001776;-0.03231;0.002134;
2006-08-25;0.013862;-0.000295;-0.008762;-0.002948;
2006-08-28;-0.025745;0.00266;0.016961;0.001807;
2006-08-29;-0.007465;0.007663;0.012685;0.003608;
2006-08-30;0.00722;0.00234;0.011366;0.008987;
2006-08-31;0.013292;-0.006128;0.001835;0.002429;
2006-09-01;0.007811;0.002349;-0.009615;0.000162;
2006-09-05;0.045335;-0.004979;0.021267;-0.005653;
2006-09-06;-0.020286;-0.000589;-0.01177;-0.001949;
2006-09-07;0.039555;0.002651;0.000687;0.001465;
2006-09-08;-0.003846;-0.000881;0.024262;-0.006338;
2006-09-11;-0.000276;0.012349;0.018994;0.012758;
2006-09-12;0.001793;0.006971;0.036842;-0.00113;
2006-09-13;0.021616;0.004903;0.014171;-0.020857;
2006-09-14;-0.000404;-0.001722;-0.016058;0.003468;
2006-09-15;-0.000944;0.002013;0.009962;0.002139;
2006-09-18;-0.002834;0.000574;0.010493;-0.006568;
2006-09-19;-0.001624;-0.000574;-0.003738;0.006777;
2006-09-20;0.020198;0.004878;0.008339;0.011821;
2006-09-21;-0.008105;-0.009423;0.009924;0.001785;
2006-09-22;-0.022103;-0.001161;-0.03521;0.001134;
2006-09-25;0.037671;0.014244;0.018035;0.007766;
2006-09-26;0.024555;0.015764;0.005627;0.00305;
2006-09-27;-0.015462;-0.002822;-0.021554;0.004001;
2006-09-28;0.007852;0.003962;-0.012074;-0.007492;
2006-09-29;-0.00039;-0.005073;-0.007719;-0.004497;
2006-10-02;-0.02754;0.005666;-0.003673;0.000968;
2006-10-03;-0.010419;0.005915;0.026242;0.004191;
2006-10-04;0.017549;0.010921;0.013948;0.016693;
2006-10-05;-0.007296;0.005263;0.005211;0.002842;
2006-10-06;-0.008152;-0.004133;-0.012855;-0.00677;
2006-10-09;0.005524;0.000553;0.009242;-0.003804;
2006-10-10;-0.010988;0.003872;-0.001249;-0.002068;
2006-10-11;-0.007858;-0.003581;0.022088;-0.003827;
2006-10-12;0.027721;0.001382;0.024873;-0.00112;
2006-10-13;-0.003189;-0.006626;0.028844;-0.004486;
2006-10-16;0.005065;-0.011673;0.000773;-0.001288;
2006-10-17;-0.014722;0.0;-0.011785;0.003223;
2006-10-18;0.003231;0.0;-0.003324;0.010442;
2006-10-19;0.059842;-0.007874;0.005689;-0.001438;
2006-10-20;0.012153;0.005386;-0.00039;0.00288;
2006-10-23;0.018887;0.001692;0.01639;0.009572;
2006-10-24;-0.005033;-0.003096;-0.022845;-0.006321;
2006-10-25;0.007773;0.005364;-0.023969;0.003976;
2006-10-26;0.006244;-0.000562;0.037842;0.005861;
2006-10-27;-0.021657;-0.010677;0.001552;0.000945;
2006-10-30;0.000124;-0.000284;-0.014524;0.003933;
2006-10-31;0.008207;-0.002557;0.003341;-0.006582;
2006-11-01;-0.02368;-0.005981;-0.018997;-0.005521;
2006-11-02;-0.002274;-0.005444;0.004192;0.003648;
2006-11-03;-0.008736;0.001729;0.064016;0.002055;
2006-11-06;0.018138;0.01438;-0.004858;0.002524;
2006-11-07;0.010036;0.007655;-0.004131;0.008653;
2006-11-08;0.024096;0.001126;0.004336;-0.001092;
